common_name,species_name,alpha_code,genus,species,gbif_key,t_phylum,t_class,t_order,t_family,grouping,ndow_code
zone-tailed hawk,Buteo albonotatus,,Buteo,albonotatus,2480541,Chordata,Aves,Accipitriformes,Accipitridae,raptor,122
accipiter (unknown),Accipiter sp.,,Accipiter,sp.,2480577,Chordata,Aves,Accipitriformes,Accipitridae,raptor,1291
Swainsons hawk,Buteo swainsoni,,Buteo,swainsoni,2480562,Chordata,Aves,Accipitriformes,Accipitridae,raptor,130
golden eagle,Aquila chrysaetos,,Aquila,chrysaetos,2480506,Chordata,Aves,Accipitriformes,Accipitridae,raptor,60
ferruginous hawk,Buteo regalis,,Buteo,regalis,2480566,Chordata,Aves,Accipitriformes,Accipitridae,raptor,128
northern goshawk,Accipiter gentilis,,Accipiter,gentilis,2480589,Chordata,Aves,Accipitriformes,Accipitridae,raptor,2
bald eagle,Haliaeetus leucocephalus,,Haliaeetus,leucocephalus,2480446,Chordata,Aves,Accipitriformes,Accipitridae,raptor,487
American black duck,Anas rubripes,,Anas,rubripes,2498077,Chordata,Aves,Anseriformes,Anatidae,waterfowl,39
American wigeon,Anas americana,,Anas,americana,2498154,Chordata,Aves,Anseriformes,Anatidae,waterfowl,32
Barrows goldeneye,Bucephala islandica,,Bucephala,islandica,2498325,Chordata,Aves,Anseriformes,Anatidae,waterfowl,110
black scoter,Melanitta nigra,,Melanitta,nigra,2498247,Chordata,Aves,Anseriformes,Anatidae,waterfowl,610
black-bellied whistling-duck,Dendrocygna autumnalis,,Dendrocygna,autumnalis,2498393,Chordata,Aves,Anseriformes,Anatidae,waterfowl,319
blue-winged teal,Anas discors,,Anas,discors,2498073,Chordata,Aves,Anseriformes,Anatidae,waterfowl,36
brant,Branta bernicla,,Branta,bernicla,5232446,Chordata,Aves,Anseriformes,Anatidae,waterfowl,104
bufflehead,Bucephala albeola,,Bucephala,albeola,2498329,Chordata,Aves,Anseriformes,Anatidae,waterfowl,108
Canada goose,Branta canadensis,,Branta,canadensis,5232437,Chordata,Aves,Anseriformes,Anatidae,waterfowl,105
canvasback,Aythya valisineria,,Aythya,valisineria,2498256,Chordata,Aves,Anseriformes,Anatidae,waterfowl,83
cinnamon teal,Anas cyanoptera,,Anas,cyanoptera,2498139,Chordata,Aves,Anseriformes,Anatidae,waterfowl,35
common goldeneye,Bucephala clangula,,Bucephala,clangula,2498326,Chordata,Aves,Anseriformes,Anatidae,waterfowl,109
common merganser,Mergus merganser,,Mergus,merganser,2498370,Chordata,Aves,Anseriformes,Anatidae,waterfowl,619
Eurasian wigeon,Anas penelope,,Anas,penelope,2498111,Chordata,Aves,Anseriformes,Anatidae,waterfowl,37
fulvous whistling-duck,Dendrocygna bicolor,,Dendrocygna,bicolor,2498402,Chordata,Aves,Anseriformes,Anatidae,waterfowl,320
gadwall,Anas strepera,,Anas,strepera,2498151,Chordata,Aves,Anseriformes,Anatidae,waterfowl,41
graylag goose,Anser anser,,Anser,anser,2498036,Chordata,Aves,Anseriformes,Anatidae,waterfowl,47
greater scaup,Aythya marila,,Aythya,marila,2498265,Chordata,Aves,Anseriformes,Anatidae,waterfowl,82
greater white-fronted goose,Anser albifrons,,Anser,albifrons,2498017,Chordata,Aves,Anseriformes,Anatidae,waterfowl,46
green-winged teal,Anas crecca,,Anas,crecca,8214667,Chordata,Aves,Anseriformes,Anatidae,waterfowl,34
harlequin duck,Histrionicus histrionicus,,Histrionicus,histrionicus,2498224,Chordata,Aves,Anseriformes,Anatidae,waterfowl,500
hooded merganser,Lophodytes cucullatus,,Lophodytes,cucullatus,2498408,Chordata,Aves,Anseriformes,Anatidae,waterfowl,591
lesser scaup,Aythya affinis,,Aythya,affinis,2498257,Chordata,Aves,Anseriformes,Anatidae,waterfowl,79
long-tailed duck,Clangula hyemalis,,Clangula,hyemalis,2498273,Chordata,Aves,Anseriformes,Anatidae,waterfowl,244
mallard,Anas platyrhynchos,,Anas,platyrhynchos,2498132,Chordata,Aves,Anseriformes,Anatidae,waterfowl,38
Mandarin duck,Aix galericulata,,Aix,galericulata,2498388,Chordata,Aves,Anseriformes,Anatidae,waterfowl,15
northern pintail,Anas acuta,,Anas,acuta,2498112,Chordata,Aves,Anseriformes,Anatidae,waterfowl,31
northern shoveler,Anas clypeata,,Anas,clypeata,2498089,Chordata,Aves,Anseriformes,Anatidae,waterfowl,33
red-breasted merganser,Mergus serrator,,Mergus,serrator,2498375,Chordata,Aves,Anseriformes,Anatidae,waterfowl,620
redhead,Aythya americana,,Aythya,americana,2498263,Chordata,Aves,Anseriformes,Anatidae,waterfowl,80
ring-necked duck,Aythya collaris,,Aythya,collaris,2498264,Chordata,Aves,Anseriformes,Anatidae,waterfowl,81
Rosss goose,Chen rossii,,Chen,rossii,2498160,Chordata,Aves,Anseriformes,Anatidae,waterfowl,227
ruddy duck,Oxyura jamaicensis,,Oxyura,jamaicensis,2498305,Chordata,Aves,Anseriformes,Anatidae,waterfowl,741
ruddy shelduck,Tadorna tadorna,,Tadorna,tadorna,2498009,Chordata,Aves,Anseriformes,Anatidae,waterfowl,1124
snow goose,Chen caerulescens,,Chen,caerulescens,2498165,Chordata,Aves,Anseriformes,Anatidae,waterfowl,226
surf scoter,Melanitta perspicillata,,Melanitta,perspicillata,2498246,Chordata,Aves,Anseriformes,Anatidae,waterfowl,611
teal (unknown),Anas sp.,,Anas,sp.,2498056,Chordata,Aves,Anseriformes,Anatidae,waterfowl,40
tundra swan,Cygnus columbianus,,Cygnus,columbianus,2498338,Chordata,Aves,Anseriformes,Anatidae,waterfowl,306
white-winged scoter,Melanitta fusca,,Melanitta,fusca,2498238,Chordata,Aves,Anseriformes,Anatidae,waterfowl,609
wood duck,Aix sponsa,,Aix,sponsa,2498387,Chordata,Aves,Anseriformes,Anatidae,waterfowl,16
trumpeter swan,Cygnus buccinator,,Cygnus,buccinator,2498345,Chordata,Aves,Anseriformes,Anatidae,waterfowl,305
Allens hummingbird,Selasphorus sasin,,Selasphorus,sasin,2476852,Chordata,Aves,Apodiformes,Trochilidae,hummingbird,1034
Annas hummingbird,Calypte anna,,Calypte,anna,2476674,Chordata,Aves,Apodiformes,Trochilidae,hummingbird,156
black swift,Cypseloides niger,,Cypseloides,niger,2477282,Chordata,Aves,Apodiformes,Apodidae,hummingbird,316
black-chinned hummingbird,Archilochus alexandri,,Archilochus,alexandri,5228513,Chordata,Aves,Apodiformes,Trochilidae,hummingbird,61
broad-billed hummingbird,Cynanthus latirostris,,Cynanthus,latirostris,5228542,Chordata,Aves,Apodiformes,Trochilidae,hummingbird,307
broad-tailed hummingbird,Selasphorus platycercus,,Selasphorus,platycercus,2476844,Chordata,Aves,Apodiformes,Trochilidae,hummingbird,1031
calliope hummingbird,Stellula calliope,,Stellula,calliope,2476137,Chordata,Aves,Apodiformes,Trochilidae,hummingbird,1092
chimney swift,Chaetura pelagica,,Chaetura,pelagica,4409023,Chordata,Aves,Apodiformes,Apodidae,hummingbird,215
Costas hummingbird,Calypte costae,,Calypte,costae,2476675,Chordata,Aves,Apodiformes,Trochilidae,hummingbird,157
magnificent hummingbird,Eugenes fulgens,,Eugenes,fulgens,2476108,Chordata,Aves,Apodiformes,Trochilidae,hummingbird,400
rufous hummingbird,Selasphorus rufus,,Selasphorus,rufus,2476855,Chordata,Aves,Apodiformes,Trochilidae,hummingbird,1033
Vauxs swift,Chaetura vauxi,,Chaetura,vauxi,5228612,Chordata,Aves,Apodiformes,Apodidae,hummingbird,216
white-throated swift,Aeronautes saxatalis,,Aeronautes,saxatalis,2477108,Chordata,Aves,Apodiformes,Apodidae,hummingbird,10
Chuck-wills-widow,Caprimulgus carolinensis,,Caprimulgus,carolinensis,2496909,Chordata,Aves,Caprimulgiformes,Caprimulgidae,owls,163
common nighthawk,Chordeiles minor,,Chordeiles,minor,2497035,Chordata,Aves,Caprimulgiformes,Caprimulgidae,owls,236
common poorwill,Phalaenoptilus nuttallii,,Phalaenoptilus,nuttallii,2497062,Chordata,Aves,Caprimulgiformes,Caprimulgidae,owls,780
lesser nighthawk,Chordeiles acutipennis,,Chordeiles,acutipennis,2497052,Chordata,Aves,Caprimulgiformes,Caprimulgidae,owls,235
nighthawk (unknown),Chordeiles sp.,,Chordeiles,sp.,2497027,Chordata,Aves,Caprimulgiformes,Caprimulgidae,owls,237
whip-poor-will,Caprimulgus vociferus,,Caprimulgus,vociferus,2496870,Chordata,Aves,Caprimulgiformes,Caprimulgidae,owls,164
American avocet,Recurvirostra americana,,Recurvirostra,americana,2480258,Chordata,Aves,Charadriiformes,Recurvirostridae,shorebird,973
American golden-plover,Pluvialis dominica,,Pluvialis,dominica,2480328,Chordata,Aves,Charadriiformes,Charadriidae,shorebird,845
American herring gull,Larus smithsonianus,,Larus,smithsonianus,4848480,Chordata,Aves,Charadriiformes,Laridae,shorebird,551
ancient murrelet,Synthliboramphus antiquus,,Synthliboramphus,antiquus,2481350,Chordata,Aves,Charadriiformes,Alcidae,shorebird,1118
Arctic tern,Sterna paradisaea,,Sterna,paradisaea,5229230,Chordata,Aves,Charadriiformes,Laridae,shorebird,1100
Bairds sandpiper,Calidris bairdii,,Calidris,bairdii,2481770,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,142
black skimmer,Rynchops niger,,Rynchops,niger,2481209,Chordata,Aves,Charadriiformes,Laridae,shorebird,1001
black-bellied plover,Pluvialis squatarola,,Pluvialis,squatarola,2480327,Chordata,Aves,Charadriiformes,Charadriidae,shorebird,847
black-legged kittiwake,Rissa tridactyla,,Rissa,tridactyla,2481205,Chordata,Aves,Charadriiformes,Laridae,shorebird,1000
black-necked stilt,Himantopus mexicanus,,Himantopus,mexicanus,5229128,Chordata,Aves,Charadriiformes,Recurvirostridae,shorebird,498
Bonapartes gull,Larus philadelphia,,Larus,philadelphia,2481169,Chordata,Aves,Charadriiformes,Laridae,shorebird,549
buff-breasted sandpiper,Tryngites subruficollis,,Tryngites,subruficollis,2481773,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,1169
California gull,Larus californicus,,Larus,californicus,2481146,Chordata,Aves,Charadriiformes,Laridae,shorebird,541
Caspian tern,Sterna caspia,,Sterna,caspia,5229221,Chordata,Aves,Charadriiformes,Laridae,shorebird,1097
common snipe,Gallinago gallinago,,Gallinago,gallinago,2481819,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,433
common tern,Sterna hirundo,,Sterna,hirundo,5229227,Chordata,Aves,Charadriiformes,Laridae,shorebird,1099
curlew sandpiper,Calidris ferruginea,,Calidris,ferruginea,2481741,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,144
dunlin,Calidris alpina,,Calidris,alpina,2481759,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,141
Forsters tern,Sterna forsteri,,Sterna,forsteri,5229247,Chordata,Aves,Charadriiformes,Laridae,shorebird,1098
Franklins gull,Larus pipixcan,,Larus,pipixcan,2481177,Chordata,Aves,Charadriiformes,Laridae,shorebird,550
glaucous gull,Larus hyperboreus,,Larus,hyperboreus,2481127,Chordata,Aves,Charadriiformes,Laridae,shorebird,546
glaucous-winged gull,Larus glaucescens,,Larus,glaucescens,2481196,Chordata,Aves,Charadriiformes,Laridae,shorebird,544
greater yellowlegs,Tringa melanoleuca,,Tringa,melanoleuca,2481720,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,1162
Heermanns gull,Larus heermanni,,Larus,heermanni,2481130,Chordata,Aves,Charadriiformes,Laridae,shorebird,545
herring gull,Larus argentatus,,Larus,argentatus,2481139,Chordata,Aves,Charadriiformes,Laridae,shorebird,539
Hudsonian godwit,Limosa haemastica,,Limosa,haemastica,2481680,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,586
killdeer,Charadrius vociferus,,Charadrius,vociferus,2480320,Chordata,Aves,Charadriiformes,Charadriidae,shorebird,220
laughing gull,Larus atricilla,,Larus,atricilla,2481192,Chordata,Aves,Charadriiformes,Laridae,shorebird,540
least sandpiper,Calidris minutilla,,Calidris,minutilla,2481745,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,148
least tern,Sterna antillarum,,Sterna,antillarum,5229235,Chordata,Aves,Charadriiformes,Laridae,shorebird,1096
lesser yellowlegs,Tringa flavipes,,Tringa,flavipes,2481721,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,1161
long-billed dowitcher,Limnodromus scolopaceus,,Limnodromus,scolopaceus,2481670,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,584
long-tailed jaeger,Stercorarius longicaudus,,Stercorarius,longicaudus,2481613,Chordata,Aves,Charadriiformes,Stercorariidae,shorebird,1093
marbled godwit,Limosa fedoa,,Limosa,fedoa,2481684,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,585
mew gull,Larus canus,,Larus,canus,7982160,Chordata,Aves,Charadriiformes,Laridae,shorebird,542
mountain plover,Charadrius montanus,,Charadrius,montanus,2480292,Chordata,Aves,Charadriiformes,Charadriidae,shorebird,218
Pacific golden-plover,Pluvialis fulva,,Pluvialis,fulva,2480331,Chordata,Aves,Charadriiformes,Charadriidae,shorebird,846
parasitic jaeger,Stercorarius parasiticus,,Stercorarius,parasiticus,2481621,Chordata,Aves,Charadriiformes,Stercorariidae,shorebird,1094
pectoral sandpiper,Calidris melanotos,,Calidris,melanotos,2481744,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,147
pomarine jaeger,Stercorarius pomarinus,,Stercorarius,pomarinus,2481609,Chordata,Aves,Charadriiformes,Stercorariidae,shorebird,1095
red knot,Calidris canutus,,Calidris,canutus,2481765,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,143
red phalarope,Phalaropus fulicaria,,Phalaropus,fulicaria,5229390,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,781
red-legged kittiwake,Rissa brevirostris,,Rissa,brevirostris,2481204,Chordata,Aves,Charadriiformes,Laridae,shorebird,999
red-necked phalarope,Phalaropus lobatus,,Phalaropus,lobatus,5739290,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,782
red-necked stint,Calidris ruficollis,,Calidris,ruficollis,2481746,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,150
ring-billed gull,Larus delawarensis,,Larus,delawarensis,2481134,Chordata,Aves,Charadriiformes,Laridae,shorebird,543
ruddy turnstone,Arenaria interpres,,Arenaria,interpres,2481776,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,65
ruff,Philomachus pugnax,,Philomachus,pugnax,5229387,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,787
Sabines gull,Xema sabini,,Xema,sabini,2481221,Chordata,Aves,Charadriiformes,Laridae,shorebird,1240
sanderling,Calidris alba,,Calidris,alba,2481748,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,140
semipalmated plover,Charadrius semipalmatus,,Charadrius,semipalmatus,2480295,Chordata,Aves,Charadriiformes,Charadriidae,shorebird,219
semipalmated sandpiper,Calidris pusilla,,Calidris,pusilla,2481764,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,149
sharp-tailed sandpiper,Calidris acuminata,,Calidris,acuminata,2481769,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,139
short-billed dowitcher,Limnodromus griseus,,Limnodromus,griseus,2481672,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,583
solitary sandpiper,Tringa solitaria,,Tringa,solitaria,2481710,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,1164
spotted redshank,Tringa erythropus,,Tringa,erythropus,2481725,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,1160
spotted sandpiper,Actitis macularia,,Actitis,macularia,2481798,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,6
stilt sandpiper,Calidris himantopus,,Calidris,himantopus,5229400,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,145
Thayers gull,Larus thayeri,,Larus,thayeri,2481159,Chordata,Aves,Charadriiformes,Laridae,shorebird,552
upland sandpiper,Bartramia longicauda,,Bartramia,longicauda,2481705,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,86
western gull,Larus occidentalis,,Larus,occidentalis,2481149,Chordata,Aves,Charadriiformes,Laridae,shorebird,548
western sandpiper,Calidris mauri,,Calidris,mauri,2481742,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,146
whimbrel,Numenius phaeopus,,Numenius,phaeopus,2481784,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,692
willet,Tringa semipalmata,,Tringa,semipalmata,5789298,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,1163
Wilsons phalarope,Phalaropus tricolor,,Phalaropus,tricolor,5229389,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,783
Wilsons snipe,Gallinago delicata,,Gallinago,delicata,2481817,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,432
yellow-footed gull,Larus livens,,Larus,livens,2481154,Chordata,Aves,Charadriiformes,Laridae,shorebird,547
phalarope (unknown),Phalaropus sp.,,Phalaropus,sp.,5229388,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,1298
western snowy plover,Charadrius alexandrinus nivosus,,Charadrius,alexandrinus,6178288,Chordata,Aves,Charadriiformes,Charadriidae,shorebird,217
long-billed curlew,Numenius americanus,,Numenius,americanus,2481794,Chordata,Aves,Charadriiformes,Scolopacidae,shorebird,691
black tern,Chlidonias niger,,Chlidonias,niger,2481119,Chordata,Aves,Charadriiformes,Laridae,shorebird,232
Marabou stork,Leptoptilus crumenifer,,Leptoptilus,crumenifer,6101215,Chordata,Aves,Ciconiiformes,Ciconiidae,shorebird,574
wood stork,Mycteria americana,,Mycteria,americana,2481937,Chordata,Aves,Ciconiiformes,Ciconiidae,shorebird,652
belted kingfisher,Ceryle alcyon,,Ceryle,alcyon,2475474,Chordata,Aves,Coraciiformes,Alcedinidae,pico,209
kookaburra,Dacelo novaeguineae,,Dacelo,novaeguineae,2475648,Chordata,Aves,Coraciiformes,Alcedinidae,pico,317
American kestrel,Falco sparverius,,Falco,sparverius,2481022,Chordata,Aves,Falconiformes,Falconidae,raptor,410
falcon (unknown),Falco sp.,,Falco,sp.,2480996,Chordata,Aves,Falconiformes,Falconidae,raptor,409
gyrfalcon,Falco rusticolus,,Falco,rusticolus,8069880,Chordata,Aves,Falconiformes,Falconidae,raptor,408
merlin,Falco columbarius,,Falco,columbarius,8137614,Chordata,Aves,Falconiformes,Falconidae,raptor,405
prairie falcon,Falco mexicanus,,Falco,mexicanus,2481000,Chordata,Aves,Falconiformes,Falconidae,raptor,406
peregrine falcon,Falco peregrinus,,Falco,peregrinus,2481047,Chordata,Aves,Falconiformes,Falconidae,raptor,407
dove (unknown),Zenaida sp.,,Zenaida,sp.,2495346,Chordata,Aves,Columbiformes,Columbidae,upland,1247
Artic loon,Gavia arctica,,Gavia,arctica,2481959,Chordata,Aves,Gaviiformes,Gaviidae,waterfowl,438
loon (unknown),Gavia sp.,,Gavia,sp.,2481954,Chordata,Aves,Gaviiformes,Gaviidae,waterfowl,441
Pacific Loon,Gavia pacifica,,Gavia,pacifica,2481955,Chordata,Aves,Gaviiformes,Gaviidae,waterfowl,440
red-throated loon,Gavia stellata,,Gavia,stellata,2481958,Chordata,Aves,Gaviiformes,Gaviidae,waterfowl,442
yellow-billed loon,Gavia adamsii,,Gavia,adamsii,2481957,Chordata,Aves,Gaviiformes,Gaviidae,waterfowl,437
common loon,Gavia immer,,Gavia,immer,2481962,Chordata,Aves,Gaviiformes,Gaviidae,waterfowl,439
American coot,Fulica americana,,Fulica,americana,2474393,Chordata,Aves,Gruiformes,Rallidae,shorebird,431
common moorhen,Gallinula chloropus,,Gallinula,chloropus,5228199,Chordata,Aves,Gruiformes,Rallidae,shorebird,434
purple gallinule,Porphyrio martinica,,Porphyrio,martinica,5228136,Chordata,Aves,Gruiformes,Rallidae,shorebird,865
sora,Porzana carolina,,Porzana,carolina,2474639,Chordata,Aves,Gruiformes,Rallidae,shorebird,866
Virginia rail,Rallus limicola,,Rallus,limicola,2474825,Chordata,Aves,Gruiformes,Rallidae,shorebird,960
whooping crane,Grus americana,,Grus,americana,2474941,Chordata,Aves,Gruiformes,Gruidae,shorebird,477
yellow rail,Coturnicops noveboracensis,,Coturnicops,noveboracensis,5228183,Chordata,Aves,Gruiformes,Rallidae,shorebird,280
greater sandhill crane,Grus canadensis tabida,,Grus,canadensis,6176784,Chordata,Aves,Gruiformes,Gruidae,shorebird,479
Ridgeways rail,Rallus obsoletus,,Rallus,obsoletus,7449585,Chordata,Aves,Gruiformes,Rallidae,shorebird,961
Aberts towhee,Pipilo aberti,,Pipilo,aberti,2491284,Chordata,Aves,Passeriformes,Emberizidae,passerine,814
American crow,Corvus brachyrhynchos,,Corvus,brachyrhynchos,2482507,Chordata,Aves,Passeriformes,Corvidae,passerine,268
American dipper,Cinclus mexicanus,,Cinclus,mexicanus,5231777,Chordata,Aves,Passeriformes,Cinclidae,passerine,240
American goldfinch,Spinus tristis,,Spinus,tristis,5231640,Chordata,Aves,Passeriformes,Fringillidae,passerine,174
American pipit,Anthus rubescens,,Anthus,rubescens,2490263,Chordata,Aves,Passeriformes,Motacillidae,passerine,49
American redstart,Setophaga ruticilla,,Setophaga,ruticilla,2489985,Chordata,Aves,Passeriformes,Parulidae,passerine,1035
American robin,Turdus migratorius,,Turdus,migratorius,2490765,Chordata,Aves,Passeriformes,Turdidae,passerine,1178
American tree sparrow,Spizella arborea,,Spizella,arborea,2492116,Chordata,Aves,Passeriformes,Emberizidae,passerine,1078
ash-throated flycatcher,Myiarchus cinerascens,,Myiarchus,cinerascens,2483600,Chordata,Aves,Passeriformes,Tyrannidae,passerine,653
Audubons warbler,Dendroica coronata auduboni,,Dendroica,coronata,6172947,Chordata,Aves,Passeriformes,Parulidae,passerine,325
Baltimore oriole,Icterus galbula,,Icterus,galbula,2484340,Chordata,Aves,Passeriformes,Icteridae,passerine,513
bank swallow,Riparia riparia,,Riparia,riparia,2489160,Chordata,Aves,Passeriformes,Hirundinidae,passerine,998
barn swallow,Hirundo rustica,,Hirundo,rustica,5230791,Chordata,Aves,Passeriformes,Hirundinidae,passerine,499
bay-breasted warbler,Dendroica castanea,,Dendroica,castanea,2489903,Chordata,Aves,Passeriformes,Parulidae,passerine,322
Bells vireo,Vireo bellii,,Vireo,bellii,2487441,Chordata,Aves,Passeriformes,Vireonidae,passerine,1214
Bewicks wren,Thryomanes bewickii,,Thryomanes,bewickii,2493843,Chordata,Aves,Passeriformes,Troglodytidae,passerine,1150
black phoebe,Sayornis nigricans,,Sayornis,nigricans,2483612,Chordata,Aves,Passeriformes,Tyrannidae,passerine,1015
black-and-white warbler,Mniotilta varia,,Mniotilta,varia,2489613,Chordata,Aves,Passeriformes,Parulidae,passerine,638
black-billed magpie,Pica hudsonia,,Pica,hudsonia,5229487,Chordata,Aves,Passeriformes,Corvidae,passerine,802
Blackburnian warbler,Dendroica fusca,,Dendroica,fusca,2489913,Chordata,Aves,Passeriformes,Parulidae,passerine,329
black-capped chickadee,Poecile atricapilla,,Poecile,atricapilla,2487805,Chordata,Aves,Passeriformes,Paridae,passerine,852
black-chinned sparrow,Spizella atrogularis,,Spizella,atrogularis,2492104,Chordata,Aves,Passeriformes,Emberizidae,passerine,1079
black-headed grosbeak,Pheucticus melanocephalus,,Pheucticus,melanocephalus,2490487,Chordata,Aves,Passeriformes,Cardinalidae,passerine,786
blackpoll warbler,Dendroica striata,,Dendroica,striata,2489888,Chordata,Aves,Passeriformes,Parulidae,passerine,338
black-tailed gnatcatcher,Polioptila melanura,,Polioptila,melanura,2487586,Chordata,Aves,Passeriformes,Polioptilidae,passerine,860
black-throated blue warbler,Dendroica caerulescens,,Dendroica,caerulescens,2489915,Chordata,Aves,Passeriformes,Parulidae,passerine,321
black-throated gray warbler,Dendroica nigrescens,,Dendroica,nigrescens,2489929,Chordata,Aves,Passeriformes,Parulidae,passerine,332
black-throated green warbler,Dendroica virens,,Dendroica,virens,2489976,Chordata,Aves,Passeriformes,Parulidae,passerine,341
black-throated sparrow,Amphispiza bilineata,,Amphispiza,bilineata,2491757,Chordata,Aves,Passeriformes,Emberizidae,passerine,30
blue grosbeak,Passerina caerulea,,Passerina,caerulea,5230862,Chordata,Aves,Passeriformes,Cardinalidae,passerine,753
blue jay,Cyanocitta cristata,,Cyanocitta,cristata,2482593,Chordata,Aves,Passeriformes,Corvidae,passerine,303
blue-gray gnatcatcher,Polioptila caerulea,,Polioptila,caerulea,2487596,Chordata,Aves,Passeriformes,Polioptilidae,passerine,859
blue-headed vireo,Vireo solitarius,,Vireo,solitarius,2487456,Chordata,Aves,Passeriformes,Vireonidae,passerine,1224
blue-winged warbler,Vermivora cyanoptera,,Vermivora,cyanoptera,6093846,Chordata,Aves,Passeriformes,Parulidae,passerine,1206
boat-tailed grackle,Quiscalus major,,Quiscalus,major,2484133,Chordata,Aves,Passeriformes,Icteridae,passerine,955
Bohemian waxwing,Bombycilla garrulus,,Bombycilla,garrulus,2484605,Chordata,Aves,Passeriformes,Bombycillidae,passerine,93
brambling,Fringilla montifringilla,,Fringilla,montifringilla,2494441,Chordata,Aves,Passeriformes,Fringillidae,passerine,429
Brewers blackbird,Euphagus cyanocephalus,,Euphagus,cyanocephalus,2484183,Chordata,Aves,Passeriformes,Icteridae,passerine,404
bronzed cowbird,Molothrus aeneus,,Molothrus,aeneus,2484404,Chordata,Aves,Passeriformes,Icteridae,passerine,641
brown creeper,Certhia americana,,Certhia,americana,2487613,Chordata,Aves,Passeriformes,Certhiidae,passerine,206
brown thrasher,Toxostoma rufum,,Toxostoma,rufum,5231694,Chordata,Aves,Passeriformes,Mimidae,passerine,1157
brown-crested flycatcher,Myiarchus tyrannulus,,Myiarchus,tyrannulus,2483589,Chordata,Aves,Passeriformes,Tyrannidae,passerine,655
brown-headed cowbird,Molothrus ater,,Molothrus,ater,2484391,Chordata,Aves,Passeriformes,Icteridae,passerine,642
Bullocks oriole,Icterus bullockii,,Icterus,bullockii,5229864,Chordata,Aves,Passeriformes,Icteridae,passerine,511
bushtit,Psaltriparus minimus,,Psaltriparus,minimus,2494988,Chordata,Aves,Passeriformes,Aegithalidae,passerine,876
cactus wren,Campylorhynchus brunneicapillus,,Campylorhynchus,brunneicapillus,5231474,Chordata,Aves,Passeriformes,Troglodytidae,passerine,159
Canada warbler,Wilsonia canadensis,,Wilsonia,canadensis,4408918,Chordata,Aves,Passeriformes,Parulidae,passerine,1234
canyon towhee,Pipilo fuscus,,Pipilo,fuscus,2491244,Chordata,Aves,Passeriformes,Emberizidae,passerine,817
canyon wren,Catherpes mexicanus,,Catherpes,mexicanus,5231430,Chordata,Aves,Passeriformes,Troglodytidae,passerine,187
Cape May warbler,Dendroica tigrina,,Dendroica,tigrina,2489895,Chordata,Aves,Passeriformes,Parulidae,passerine,339
Cassins finch,Carpodacus cassinii,,Carpodacus,cassinii,2494506,Chordata,Aves,Passeriformes,Fringillidae,passerine,176
Cassins kingbird,Tyrannus vociferans,,Tyrannus,vociferans,5229681,Chordata,Aves,Passeriformes,Tyrannidae,passerine,1187
Cassins sparrow,Aimophila cassinii,,Aimophila,cassinii,2491950,Chordata,Aves,Passeriformes,Emberizidae,passerine,13
Cassins vireo,Vireo cassinii,,Vireo,cassinii,2487407,Chordata,Aves,Passeriformes,Vireonidae,passerine,1216
cedar waxwing,Bombycilla cedrorum,,Bombycilla,cedrorum,2484609,Chordata,Aves,Passeriformes,Bombycillidae,passerine,92
cerulean warbler,Dendroica cerulea,,Dendroica,cerulea,2489982,Chordata,Aves,Passeriformes,Parulidae,passerine,323
chestnut-collared longspur,Calcarius ornatus,,Calcarius,ornatus,2491677,Chordata,Aves,Passeriformes,Calcariidae,passerine,137
